Video Title,Video Link,Start Time,Subtitles
I want to be in love by Melissa Etheridge an ASL Cover By Amber G,https://www.youtube.com/watch?v=CR9k8mQ9dPE&ab_channel=AmberGProductions,0:00,"I have climbed the highest mountain
I have sailed across the sea
I have wrestled with my demons
And woke up with only me
I have been around the block
Three times maybe four
And I think I deserve just a little more
In front of total strangers won't you kiss me
Flowers for no reason but you miss me
Oh I want to be in love
You're standing on the doorstep in the rain
Cause you couldn't wait to see me once again
Oh I want to be in love
I have made some big mistakes
And I've paid a heavy price
I found a little peace between will and sacrifice
I have watched as all my dreams
Went walking out the door
And I think I deserve just a little more
I'm looking for a heart of gold
I'm looking for a hand to hold
A happy end
Strong and kind
Somewhere to rest my troubled mind
In front of total strangers won't you kiss me
Flowers for no reason but you miss me
Oh I want to be in love
On Tuesday light the candles bring me wine
Wednesday morning I won't get to work on time
Oh I want to be in love
Surprise me as I'm stepping off the plane
Take my hand as they play our song again
Oh I want to be in love"
Love Yourself Justin Bieber ASL Cover,https://www.youtube.com/watch?v=LddambSDw2s&ab_channel=AmberGProductions,,"For all the times that you rained on my parade
And all the clubs you get in using my name
You think you broke my heart, oh, girl for goodness' sake
You think I'm cryin' on my own. Well, I ain't

And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care. I don't
But you still hit my phone up
And, baby, I'll be movin' on
And I think you should be somethin' I don't wanna hold back
Maybe you should know that

My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job
Didn't see what's going on
But now I know
I'm better sleeping on my own

'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

But when you told me that you hated my friends
The only problem was with you and not them
And every time you told me my opinion was wrong
And tried to make me forget where I came from

And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care. I don't
But you still hit my phone up
And, baby, I'll be movin' on
And I think you should be somethin' I don't wanna hold back
Maybe you should know that

My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job
Didn't see what's going on
But now I know
I'm better sleeping on my own

'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

For all the times that you made me feel small
I fell in love. Now I feel nothin' at all
I never felt so low and I was vulnerable
Was I a fool to let you break down my walls?

'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
And if you think (you think) that I'm (that I'm) still holdin' on (holdin' on) to somethin'
You should go and love yourself"
"Madonna Into the Groove ASL
",https://www.youtube.com/watch?v=GHcdoGeF6sQ&ab_channel=AmberGProductions,,"[Intro]
And you can dance
For inspiration
Come on
I'm waiting

[Chorus]
Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be?

Music can be such a revelation
Dancing around, you feel the sweet sensation

We might be lovers if the rhythm's right
I hope this feeling never ends tonight

Only when I'm dancing can I feel this free

At night, I lock the doors, where no one else can see
I'm tired of dancing here all by myself
Tonight, I want to dance with someone else

Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be?

Gonna get to know you in a special way
This doesn't happen to me every day
Don't try to hide it, love wears no disguise
I see the fire burning in your eyes

Only when I'm dancing can I feel this free

At night, I lock the doors, where no one else can see
I'm tired of dancing here all by myself
Tonight, I want to dance with someone else

Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be?
Yeah

Live out your fantasy here with me
Just let the music set you free

Touch my body, and move in time
Now I know you're mine
You've got to

Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be?

Only when I'm dancing can I feel this free

At night I lock the doors, where no one else can see
I'm tired of dancing here all by myself
Tonight I want to dance with someone else

Live out your fantasy here with me

Touch my body, and move in time
Now I know you're mine
Now I know you're mine
Now I know you're mine
Now I know you're mine
Now I know you're mine
You've got to
[Chorus]
Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be? (You've got to)

Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be? (You've got to)

Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be? (You've got to)

Get into the groove
Boy, you've got to prove
Your love to me, yeah
Get up on your feet
Yeah, step to the beat
Boy, what will it be? (You've got to)
"
"The Police ""every step you take' ASL
",https://www.youtube.com/watch?v=-NnMx5VDQGs&ab_channel=AmberGProductions,,"[Verse 1]




Every breath you take
And every move you make
Every bond you break
Every step you take
I'll be watching you





[Verse 2]




Every single day
And every word you say
Every game you play
Every night you stay
I'll be watching you





[Chorus]
Oh, can't you see
You belong to me?
How my poor heart aches
With every step you take





[Verse 3]
Every move you make
And every vow you break
Every smile you fake
Every claim



 you stake
I'll be watching you

[Bridge]
Since you've gone, I've been lost without a trace
I dream at night, I can only see your face




I look around, but it's you I can't replace
I feel so cold, and I long for your embrace
I keep crying, baby, baby, please

[Middle-Eight]




Mmm, mmm, mmm, mmm
Mmm, mmm, mmm





[Chorus]
Oh, can't you see
You belong to me?
How my poor heart aches
With every step you take

[Verse 4]
Every move you make
And every vow you break
Every smile you fake
Every claim you stake
I'll be watching you

[Refrain]
Every move you make
Every step you take
I'll be watching you


[Outro]
I'll be watching you
(Every breath you take)
(Every move you make)
(Every bond you break)
(Every step you take)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you
(Every move you make)
(Every vow you break)
(Every smile you fake)
(Every claim you stake)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you
(Every breath you take)
(Every move you make)
(Every bond you break)
(Every step you take)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you
(Every move you make)
(Every vow you break)
(Every smile you fake)
(Every claim you stake)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you
(Every breath you take)
(Every move you make)
(Every bond you break)
(Every step you take)
I'll be watching…
"
"The Cure Why Can't I be you ASL cover
",https://www.youtube.com/watch?v=q-d_acu_6wc&ab_channel=AmberGProductions,,"[Verse 1]
You're so gorgeous I'll do anything
I'll kiss you from your feet to where your head begins
You're so perfect, you're so right as rain
You make me, make me, make me, make me hungry again

[Chorus 1]
Everything you do is irresistible
Everything you do is simply kissable
Why can't I be you?





[Verse 2]
I'll run around in circles until I run out of breath
I'll eat you all up or I'll just hug you to death
You're so wonderful, too good to be true
You make me, make me, make me, make me hungry for you

[Chorus 2]
Everything you do is simply delicate
Everything you do is quite angelicate
Why can't I be you?
Why can't I be you?





[Verse 3]
You turn my head when you turn around
You turn the whole world upside down
I'm smitten, I'm bitten, I'm hooked, I'm cooked, I'm stuck like glue
You make me, make me, make me, make me hungry for you


[Chorus 3]
Everything you do is simply dreamy
Everything you do is quite delicious
So why can't I be you?

[Outro]
Why can't I be you?
Why can't I be you?
Why can't I be you?
Why can't I be you?
You're simply elegant
"
Ruelle I get to love you in ASL,https://www.youtube.com/watch?v=IB95uHc7bu0&ab_channel=AmberGProductions,,"One look at you
My whole life falls in line
I prayed for you
Before I called you mine
Oh, I can't believe it's true sometimes
Oh, I can't believe it's true
I get to love you
It's the best thing that I'll ever do
I get to love you
It's a promise I'm making to you
Whatever may come your heart I will choose
Forever I'm yours, forever I do
I get to love you
I get to love you
The way you love
It changes who I am
I am undone
I thank God once again
Oh, I can't believe it's true sometimes
Oh, I can't believe it's true
I get to love you
It's the best thing that I'll ever do
I get to love you
It's a promise I'm making to you
Whatever may come your heart I will choose
Forever I'm yours, forever I do
I get to love you
I get to love you
I get to love you
I get to love you
And they say love is a journey
I promise that I'll never leave
When it's too heavy to carry
Remember this moment with me
I get to love you
I get to love you
I get to love you"
1985 JCole in ASL,https://www.youtube.com/watch?v=xPKvGayqhTs&ab_channel=AmberGProductions,,"1985, I arrived
33 years, damn, I'm grateful I survived
We wasn't s'posed to get past 25
Jokes on you motherfucker, we alive
All these niggas popping now is young
Everybody say the music that they make is dumb
I remember I was 18
Money, pussy, parties, I was on the same thing
You gotta give a boy a chance to grow some
Everybody talkin' like they know somethin' these days
Niggas actin' woke, but they broke, umm
I respect the struggle but you all frontin' these days
Man, they barely old enough to drive
To tell them what they should do, who the fuck am I?
I heard one of em' diss me, I'm suprised
I ain't trippin', listen good to my reply
Come here lil' man, let me talk with ya'
See if I can paint for you the larger picture
Congrats 'cause you made it out your mama's house
I hope you make enough to buy your mom a house
I see your watch icy and your whip foreign
I got some good advice, never quit tourin'
'Cause that's the way we eat here in this rap game
I'm fuckin' with your funky lil' rap name
I hear your music and I know that rap's changed
A bunch of folks would say that that's a bad thing
'Cause everything's commercial and it's pop now
Trap drums is the shit that's hot now
See, I've been on a quest for the next wave
But never mind, that was just a segue
I must say, by your songs I'm unimpressed, hey
But I love to see a Black man get paid
And plus, you havin' fun and I respect that
But have you ever thought about your impact?
These white kids love that you don't give a fuck
'Cause that's exactly what's expected when your skin black
They wanna see you dab, they wanna see you pop a pill
They wanna see you tatted from your face to your heels
And somewhere deep down, fuck it, I gotta keep it real
They wanna be black and think your song is how it feels
So when you turn up, you see them turnin' up too
You hit the next city, collect your money when it's due
You gettin' that paper, swimmin' in bitches, I don't blame you
You ain't thinkin' 'bout the people that's lookin' like me and you
True, you got better shit to do
You coulda bought a crib with all that bread that you done blew
I know you think this type of revenue is never endin'
But I wanna take a minute just to tell you that ain't true
One day, them kids that's listening gon' grow up
And get too old for that shit that made you blow up
Now your show's lookin' light cause they don't show up
Which unfortunately means the money slow up
Now you scramblin' and hopin' to get hot again
But you forgot you only popped 'cause you was ridin' trends
Now you old news and you goin' through regrets
'Cause you never bought that house, but you got a Benz
And a bunch of jewels and a bunch of shoes
And a bunch of fake friends, I ain't judgin' you
I'm just tellin' you what's probably gon' happen when you rappin'
'Bout the type of shit you rappin' 'bout
It's a faster route to the bottom
I wish you good luck
I'm hoping for your sake that you ain't dumb as you look
But if it's really true what people sayin'
And you call yourself playin' with my name
Then I really know you fucked, trust
I'll be around forever 'cause my skills is tip-top
To any amateur niggas that wanna get rocked
Just remember what I told you when your shit flop
In five years you gon' be on Love & Hip-Hop, nigga"
"Just the way you are by Bruno Mars interpreted by Julian Ortiz
",https://www.youtube.com/watch?v=R6spMlaVhD0&ab_channel=AmberGProductions,,"Oh, her eyes, her eyes, make the stars look like they're not shining
Her hair, her hair, falls perfectly without her trying
She's so beautiful, and I tell her every day.
Yeah, I know, I know, when I compliment her she won't believe me
And it's so, it's so sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?"" I say
When I see your face, there's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile, the whole world stops and stares for awhile
'Cause girl you're amazing just the way you are, yeah
Her lips, her lips, I could kiss them all day if she'd let me
Her laugh, her laugh, she hates but I think it's so sexy
She's so beautiful, and I tell her every day
Oh, you know, you know, you know I'd never ask you to change
If perfect's what you're searching for then just stay the same
So don't even bother asking if you look okay, you know I'll say
When I see your face, there's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile, the whole world stops and stares for awhile
'Cause girl you're amazing just the way you are
The way you are
The way you are
Girl you're amazing just the way you are
When I see your face, there's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile, the whole world stops and stares for awhile
'Cause girl you're amazing just the way you are, yeah"
Carry on my wayward son by Kansas interpreted by Kelly Kurdi,https://www.youtube.com/watch?v=Ozw53EYWVdo&ab_channel=AmberGProductions,,"Carry on my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more

Ah

Once I rose above the noise and confusion
Just to get a glimpse beyond this illusion
I was soaring ever higher, but I flew too high

Though my eyes could see I still was a blind man
Though my mind could think I still was a mad man
I hear the voices when I'm dreaming
I can hear them say

Carry on my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more

Masquerading as a man with a reason
My charade is the event of the season
And if I claim to be a wise man
Well, it surely means that I don't know

On a stormy sea of moving emotion
Tossed about, I'm like a ship on the ocean
I set a course for winds of fortune
But I hear the voices say

Carry on my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more no!

Carry on
You will always remember
Carry on
Nothing equals the splendor
Now your life's no longer empty
Surely heaven waits for you

Carry on my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry
Don't you cry no more

No more!"
"an ASL Interpretation of May I have this dance
",https://www.youtube.com/watch?v=oqJNMxqLvCs&ab_channel=AmberGProductions,,"In the ground, we bury
The seeds of a pear tree
All the things we carried
Now we're down to our bare feet
May I have this dance?
To make it up to you
Can I say something crazy?
I love you
Give me both your hands
To make it up to you
Let me spin and excite you
We are bound to inherit
(Ooh)
The sins of our parents
(Ooh)
And all of the people we passed through
(Ooh)
Now we're down to the last two
May I have this dance?
To make it up to you
Can I say something crazy?
I love you
Give me both your hands
To make it up to you
Let me spin and excite you
To make it up to you
Dance
To make it up to you
Ooh
May I have this dance?
To make it up to you
(Can I say something crazy?)
Can I say something crazy?
I love you
Give me one more chance
Give me one more chance
(To make it up to you)
Give me one more
Let me spin and excite you
To make it up to you
Never gonna stay
Can I say something crazy?
I love you
Give me one more chance
Give me one more chance
(To make it up to you)
Give me one more
Let me spin and excite you"
Friends in Low places,https://www.youtube.com/watch?v=_KgaRbxmjTM&ab_channel=AmberGProductions,,"Blame it all on my roots, I showed up in boots
And ruined your black tie affair
The last one to know, the last one to show
I was the last one you thought you'd see there
And I saw the surprise and the fear in his eyes
When I took his glass of champagne
And I toasted you, said, ""Honey, we may be through
But you'll never hear me complain""
'Cause I've got friends in low places
Where the whiskey drowns and the beer chases my blues away
And I'll be OK
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I've got friends in low places
Well, I guess I was wrong, I just don't belong
But then I've been there before
Everything's all right, I'll just say good night
And I'll show myself to the door
Hey, I didn't mean to cause a big scene
Just give me an hour and then
Well, I'll be as high as that ivory tower
That you're livin' in
'Cause I've got friends in low places
Where the whiskey drowns and the beer chases my blues away
And I'll be OK
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I've got friends in low places
Oh, I've got friends in low places
Where the whiskey drowns and the beer chases my blues away
And I'll be OK
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I've got friends in low places
Yeah, I've got friends in low places
Where the whiskey drowns and the beer chases my blues away
And I'll be OK
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I've got friends in low places
Yeah, I've got friends in low places
Where the whiskey drowns and the beer chases my blues away
And I'll be OK"
an ASL interpretation of I wanna hold your hand by the Beatles,https://www.youtube.com/watch?v=ZWcNDj8hrzw&ab_channel=AmberGProductions,,"Oh, yeah, I'll tell you somethin'
I think you'll understand
When I say that somethin'
I want to hold your hand
I want to hold your hand
I want to hold your hand
Oh, please, say to me
You'll let me be your man
And please, say to me
You'll let me hold your hand
You'll let me hold your hand
I want to hold your hand
And when I touch you
I feel happy inside
It's such a feelin' that my love
I can't hide
I can't hide
I can't hide
Yeah, you got that somethin'
I think you'll understand
When I say that somethin'
I want to hold your hand
I want to hold your hand
I want to hold your hand
And when I touch you
I feel happy inside
It's such a feelin' that my love
I can't hide
I can't hide
I can't hide
Yeah, you got that somethin'
I think you'll understand
When I feel that somethin'
I want to hold your hand
I want to hold your hand
I want to hold your hand
I want to hold your hand"
"ASL interpretation of Steve Miller Band ""The Joker""",https://www.youtube.com/watch?v=K6LI-3n6drE&ab_channel=AmberGProductions,,"Some people call me the space cowboy, yeah
Some call me the gangster of love
Some people call me Maurice
'Cause I speak of the pompatus of love a
People talk about me baby
Say I'm doin' you wrong, doin' you wrong
Well, don't you worry, baby, don't worry
'Cause I'm right here, right here, right here, right here at home
'Cause I'm a picker
I'm a grinner
I'm a lover
And I'm a sinner
I play my music in the sun
I'm a joker
I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one
I'm a picker
I'm a grinner
I'm a lover
And I'm a sinner
I play my music in the sun
I'm a joker
I'm a smoker
I'm a midnight toker
I get my lovin' on the run
Ooh, whoo, ooh, whoo
You're the cutest thing that I ever did see
I really love your peaches
Wanna shake your tree
Lovey dovey, lovey dovey, lovey dovey all the time
Ooh wee baby, I'll sure show you a good time
'Cause I'm a picker
I'm a grinner
I'm a lover
And I'm a sinner
I play my music in the sun
I'm a joker
I'm a smoker
I'm a midnight toker
I get my lovin' on the run
I'm a picker
I'm a grinner
I'm a lover
And I'm a sinner
I play my music in the sun
I'm a joker
I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one
Ooh, whoo, ooh, whoo
People keep talkin' about me baby
Say I'm doin' you wrong
Well don't you worry, don't worry, no don't worry mama
'Cause I'm right here at home
You're the cutest thing I ever did see
I really love your peaches
Wanna shake your tree
Lovey dovey, lovey dovey, lovey dovey all the time
Come on baby now, I'll show you a good time"
"ASL interpretation of Justin Timberlake's Filthy
",https://www.youtube.com/watch?v=dPUg1N4zMEY&ab_channel=AmberGProductions,,"




[Intro]
Hey, if you know what's good
(If you know what's good)
If you know what's good
(If you know what's good)
Hey, if you know what's good
(If you know what's good)

[Refrain]
Haters gon' say it's fake
So real
Haters gon' say it's fake
So real
Haters gon' say it's fake
So real
All my haters gon' say it's fake




I guess I got my swagger back





[Chorus 1]
I said, ""put your filthy hands all over me""
You know this ain't the clean version
And what you gonna do with all that meat?
Cooking up a mean serving, huh





[Interlude]
No question, I want it
Fire up, everybody smokin'
Your friends, my friends and they ain't leaving 'til six in the morning
Six in the morning




Come chill, baby, you the coldest
Go for 'em, put 'em on notice
You don't wanna walk through here
\
[Pre-Chorus]
Baby, don't you mind if I do, yeah
Exactly what you like times two, yeah
Got me singing, ""ooh, ooh""
So, baby, don't you mind if I do

[Chorus 2]
Look, put your filthy hands all over me
You know this ain't the clean version
And what you gonna do with all that beast?
When I leave the cage open, huh, walk to me, uh





[Interlude]
No question, I want it
Fire up, everybody smokin'
Your friends, my friends and they ain't leaving 'til six in the morning
Six in the morning




Come chill, baby, you the coldest
Go for 'em, put 'em on notice
You don't wanna walk through here

[Pre-Chorus]
Baby, don't you mind if I do, yeah
Exactly what you like times two, yeah
Got me singing, ""ooh, ooh""
So, baby, don't you mind if I do
[Bridge]
Come on, break it down
If you know what's good
(If you know what's good)
If you know what's good
(If you know what's good)
Hey, if you know what's good
(If you know what's good)

[Refrain]
Haters gon' say it's fake
So real
Haters gon' say it's fake
So real
Haters gon' say it's fake
So real
All my haters gonna say it's fake





[Pre-Chorus]
Baby, don't you mind if I do (I do)
Exactly what you like times two (Times two)
Got me singing, ""ooh, ooh""
Baby, don't you mind if I do (If I do, come on)

[Break]
Your friends, my friends and they ain't leaving 'til six in the morning
Six in the morning, m-m-morning
Your friends, my friends and they ain't leaving 'til six in the morning
Six in the morning




[Chorus 3]
So put your filthy hands all over me
You know this ain't the clean version
Go on and put your filthy hands all over me
No, this ain't the clean version





[Outro]
Do you see me?
Can you find me?
Look closer, through the trees
Do you see it?
"
This IS Me an ASL interpretation,https://www.youtube.com/watch?v=jo4LL8M31eI&ab_channel=AmberGProductions,,"I am not a stranger to the dark
""Hide away, "" they say
""'Cause we don't want your broken parts""
I've learned to be ashamed of all my scars
""Run away, "" they say
""No one'll love you as you are""
But I won't let them break me down to dust
I know that there's a place for us
For we are glorious
When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown 'em out
I am brave, I am bruised
I am who I'm meant to be, this is me
Look out 'cause here I come
And I'm marching on to the beat I drum
I'm not scared to be seen
I make no apologies, this is me
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh
Another round of bullets hits my skin
Well, fire away 'cause today, I won't let the shame sink in
We are bursting through the barricades and
Reaching for the sun (we are warriors)
Yeah, that's what we've become (yeah, that's what we've become)
I won't let them break me down to dust
I know that there's a place for us
For we are glorious
When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown 'em out
I am brave, I am bruised
I am who I'm meant to be, this is me
Look out 'cause here I come
And I'm marching on to the beat I drum
I'm not scared to be seen
I make no apologies, this is me
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh-oh
Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh
This is me
and I know that I deserve your love
(Oh-oh-oh-oh) there's nothing I'm not worthy of
(Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh)
When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown 'em out
This is brave, this is bruised
This is who I'm meant to be, this is me
Look out 'cause here I come (look out 'cause here I come)
And I'm marching on to the beat I drum (marching on, marching, marching on)
I'm not scared to be seen
I make no apologies, this is me
Whenever the words wanna cut me down (oh-oh-oh-oh)
I'll send a flood to drown 'em out (oh, oh-oh, oh-oh)
I'm gonna send a flood (oh-oh-oh-oh)
Gonna drown them 'em out (oh-oh-oh, oh-oh-oh, oh-oh-oh, oh, oh)
Oh
This is me"
I can't help falling in Love ASL UB40,https://www.youtube.com/watch?v=ALxW5YF_IO8&ab_channel=AmberGProductions,,"Wise men say
Only fools rush in
But I can't help falling in love with you
Shall I stay?
Would it be a sin
If I can't help falling in love with you?
… Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be
… Take my hand
Take my whole life, too
For I can't help falling in love with you
… Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be
… Take my hand
Take my whole life, too
For I can't help falling in love with you
For I can't help falling in love with you"
An ASL interpretation of Somethin I'm good At by Brett Eldredge,https://www.youtube.com/watch?v=_EYDMwkPDOg&ab_channel=AmberGProductions,,"I'm a real bad liar, I'm a burnt toast kinda guy
Or if I try to build a fire I'll burn the woods
I ain't a mover or a shaker, can't keep up with the pacer
Never met a dancefloor that ever did me any good
I can't change the world, no I can't change a flat
If you give me your heart, girl, well, you may never get it back
You said you'd never smile again, but oh no, here it comes
Would you look at that?
I finally found somethin' I'm good at
I got a poor sense of direction, sometimes too strong of affection
For a whiskey made in Lynchburg, Tennessee
If there's a hole in my boat son, you bet that's all she wrote
I'm a Titanic sinking down into that deep blue sea
I can't change the world, no I can't change a flat
If you give me your heart, girl, well, you may never get it back
You said you'd never smile again, but oh no, here it comes
Would you look at that?
I finally found somethin' I'm good at
Damn you're looker
You're the cane and the sugar
Jiffy Pop in the cooker
You're the author of the book
That I'm reading
You're the moon, you're the sky
You're the apple of my eye
Make me laugh till I cry
Till I think I'm gonna die
Turn me upside down
Spin me around
Spend all money on you all over this town
I can't change the world, no I can't change a flat
If you give me your heart, girl, well, you may never get it back
You said you'd never smile again, but oh no, here it comes
Would you look at that? (would you look at that?)
I finally found somethin' I'm really good at
You thought it was over
Oh my mine
I'm such a lucky guy
You got me tongue tied
Like Jekyll & Hyde
I'm coming undone
I'm born to run
I got my shades on
Here comes the sun
All cotton pickin'
My tick tocks tickin'
I love I'm stricken'
I'm flip flop flippin'
I'm 'bout to cuss
Son of a bus
I can't stop singin'
I'm havin' way too much fun
I can't change the world, no I can't change a flat
If you give me your heart, girl, well, you may never get it back
You said you'd never smile again, but oh no, here it comes
Would you look at that?
I finally found somethin' I'm so good at
Hahaha, cut"
Brooks and Dunn Brand New man ASL,https://www.youtube.com/watch?v=v7_ZopxaDMk&ab_channel=AmberGProductions,,"I saw the light, I've been baptized
By the fire in your touch and the flame in your eyes
I'm born to love again
I'm a brand new man
Well, the whole town's talkin'
'Bout the line I'm walkin'
That leads right to your door
Oh, how I used to roam
I was a rolling stone
I used to have a wild side
They say a country mile wide
I'd burn those beer joints down
That's all changed now
You turned my life around
Oh, I saw the light, I've been baptized
By the fire in your touch and the flame in your eyes
I'm born to love again
I'm a brand new man
I used to love 'em and leave 'em
Oh, I'd brag about my freedom
How no one could tie me down
Then I met you
Now my heart beats true
Baby, you and me together
Feels more like forever
Than anything I've ever known
We're right on track
I ain't lookin' back
Yeah, I saw the light, I've been baptized
By the fire in your touch and the flame in your eyes
I'm born to love again
I'm a brand new man
Oh, I saw the light, I've been baptized
By the fire in your touch and the flame in your eyes
I'm born to love again
I'm a brand new man
Yeah, I saw the light, I've been baptized
By the fire in your touch and the flame in your eyes
I'm born to love again
I'm a brand new man
Yeah, I'm born to love again
I'm a brand new man"
I want to come over Melissa Etheridge ASL cover,https://www.youtube.com/watch?v=vO75T5fLQBc&ab_channel=AmberGProductions,,"I know you're home
You left your light on
You know I'm here
The night is thin
I know you're alone
I watched the car leave
Your lover is gone
Let me in
Open your back door
I just need to touch you once more
I want to come over
To hell with the consequence
You told me you loved me
That's all I believe
I want to come over
It's a need I can't explain
To see you again
I want to come over
I know your friend
You told her about me
She filled you with fear
Some kind of sin
How can you turn
Denying the fire
Lover I burn
Let me in
Open your back door
I just need to touch you once more
Oh, oh
I want to come over
To hell with the consequence
You told me you loved me
That's all I believe
I want to come over
It's a need I can't explain
To see you again
I want to come over
Oh, oh, oh, oh
Oh, oh, oh, oh
I know you're confused
I know that you're shaken
You think we'll be lost
Once we begin
I know you're weak
I know that you want me
Lover don't speak
Let me in
I want to come over
To hell with the consequence
You told me you loved me
That's all I believe
I want to come over
It's a need I can't explain
I want to come over
To see you
To see you again"
"An ASL interpretation of Uprising Muse
",https://www.youtube.com/watch?v=Cd8jlVltIto&ab_channel=AmberGProductions,,"Paranoia is in bloom
The PR transmissions will resume
They'll try to push drugs that keep us all dumbed down
And hope that we will never see the truth around
(So come on)
Another promise, another scene
Another packaged lie to keep us trapped in greed
And all the green belts wrapped around our minds
And endless red tape to keep the truth confined
(So come on)
They will not force us
They will stop degrading us
They will not control us
We will be victorious
(So come on)
Interchanging mind control
Come, let the revolution take its toll
If you could flick the switch and open your third eye
You'd see that we should never be afraid to die
(So come on)
Rise up and take the power back
It's time the fat cats had a heart attack
You know that their time's coming to an end
We have to unify and watch our flag ascend
(So come on)
They will not force us
They will stop degrading us
They will not control us
We will be victorious
(So come on)
They will not force us
They will stop degrading us
They will not control us
We will be victorious
(So come on)"
"ASL Interpretation Wind beneath my wings
",https://www.youtube.com/watch?v=_kq32hCmSDE&ab_channel=AmberGProductions,,"Oh, oh, oh, oh, oh
It must have been cold there in my shadow
To never have sunlight on your face
You were content to let me shine, that's your way
You always walked a step behind
So I was the one with all the glory
While you were the one with all the strength
A beautiful face without a name for so long
A beautiful smile to hide the pain
Did you ever know that you're my hero
And everything I would like to be?
I can fly higher than an eagle
For you are the wind beneath my wings
It might have appeared to go unnoticed
But I've got it all here in my heart
I want you to know I know the truth, of course I know it
I would be nothing without you
Did you ever know that you're my hero?
You're everything I wish I could be
I could fly higher than an eagle
For you are the wind beneath my wings
Did I ever tell you you're my hero?
You're everything, everything I wish I could be
Oh, and I, I could fly higher than an eagle
For you are the wind beneath my wings
'Cause you are the wind beneath my wings
Oh, the wind beneath my wings
You, you, you, you are the wind beneath my wings
Fly, fly, fly away, you let me fly so high
Oh, you, you, you, the wind beneath my wings
Oh, you, you, you, the wind beneath my wings
Fly, fly, fly high against the sky
So high I almost touch the sky
Thank you, thank you
Thank God for you, the wind beneath my wings"
